id,production_budget,domestic_gross,worldwide_gross,year,title_new
64,80000000,94835059,158750817,2010,the book of eli
65,80000000,92993801,177993801,1997,flubber
66,80000000,91188905,180188905,1999,the haunting
67,80000000,90463534,250200000,1996,space jam
68,80000000,85817906,210315681,2014,fury
69,80000000,83240103,213691277,2018,smallfoot
70,80000000,82226474,158926474,2006,the pink panther
71,80000000,80360866,170805525,2011,zookeeper
72,80000000,79366978,237370350,2008,the day the earth stood still
73,80000000,76118990,142783718,1997,conspiracy theory
74,80000000,74339294,164800000,1998,"six days, seven nights"
75,80000000,73215310,106515310,2002,spirit: stallion of the cimarron
76,80000000,69772969,147080413,2001,swordfish
77,80000000,69610858,69618634,1999,fantasia 2000 (theatrical release)
78,80000000,69117629,136047317,1998,lost in space
79,80000000,65948711,96148711,2004,the manchurian candidate
80,80000000,64038616,181038616,2006,dã©jã vu
81,80000000,63795655,113351496,2019,the secret life of pets 2
82,80000000,63313159,131159306,2005,bewitched
83,80000000,56684819,98983590,2002,the time machine
84,80000000,55485043,71485043,1998,what dreams may come
85,80000000,50632037,50632037,1998,mighty joe young
86,80000000,45575336,141475336,2005,the legend of zorro
87,80000000,39442871,58270391,2000,little nicky
88,80000000,38577772,119668350,2009,surrogates
89,80000000,38311134,98341932,2001,evolution
90,80000000,37899638,105299638,2005,the brothers grimm
91,80000000,37771017,101371017,1996,mars attacks!
92,80000000,37384046,99010667,2006,the wild
93,80000000,36076121,123368842,2013,walking with dinosaurs
94,80000000,34566746,66554547,2000,thirteen days
95,80000000,32908290,158908290,1996,daylight
96,80000000,27367660,130818912,2015,the last witch hunter
97,80000000,23169033,108469033,2014,pompeii
98,80000000,21471685,29725663,2000,battlefield earth: a saga of the year 3000
99,80000000,20950820,54540662,2003,looney tunes: back in action
100,80000000,19676965,53508858,2009,nine
1,80000000,19480739,26703184,2003,timeline
2,80000000,19422319,86787530,2010,oceans
3,80000000,18319860,69131860,1998,babe: pig in the city
4,80000000,17650704,20841123,1997,the postman
5,80000000,17480890,33463969,2000,red planet
6,80000000,15132763,113325743,2007,arthur et les minimoys
7,80000000,15074191,40147042,2007,the invasion
8,80000000,1900451,6300451,2005,a sound of thunder
9,79300000,421785283,986214868,1994,the lion king
10,79000000,103860290,318146162,2012,journey 2: the mysterious island
11,79000000,74158157,150519217,2011,jack and jill
12,78000000,170708996,317668058,2001,a beautiful mind
13,78000000,119793567,274392649,2013,cloudy with a chance of meatballs 2
14,78000000,92955420,206455420,2002,red dragon
15,78000000,67286731,108086731,2004,hidalgo
16,78000000,66465204,179265204,2003,the league of extraordinary gentlemen
17,78000000,41814863,43957541,2004,exorcist: the beginning
18,77600000,0,60680125,2012,astã©rix et obã©lix: au service de sa majestã©
19,77500000,1311213,102028919,2016,the little prince
20,77500000,0,1521672,2019,renegades
21,77000000,102084362,190453132,2018,the equalizer 2
22,76000000,368065385,975216835,2013,despicable me 2
23,76000000,127120058,236410607,2003,2 fast 2 furious
24,76000000,35552383,69845011,2006,children of men
25,76000000,26000610,35129610,2000,the adventures of rocky & bullwinkle
26,75000000,368384330,886750534,2016,the secret life of pets
27,75000000,306169255,817400878,1996,independence day
28,75000000,270620950,511002426,2018,dr. seussâ the grinch
29,75000000,270329045,634454789,2016,sing
30,75000000,264624300,1034727750,2017,despicable me 3
31,75000000,229086679,618638999,1997,the lost world: jurassic park
32,75000000,195330621,651899282,2006,ice age: the meltdown
33,75000000,193595521,556559566,2005,madagascar
34,75000000,162001186,272223430,2010,grown ups
35,75000000,161412000,371917043,2004,shark tale
36,75000000,157299717,296872367,2000,x-men
37,75000000,134508551,342416460,2008,wanted
38,75000000,134069511,336069511,1996,the rock
39,75000000,120776832,196320329,2004,50 first dates
40,75000000,118871849,203035572,2007,hairspray
41,75000000,117723989,342769200,2013,now you see me
42,75000000,103365956,155708695,2006,dreamgirls
43,75000000,99215042,197504758,2018,christopher robin
44,75000000,97387965,97387965,1999,inspector gadget
45,75000000,83504017,211562435,2011,immortals
46,75000000,77073959,218673959,2004,the terminal
47,75000000,75976178,221594911,2005,constantine
48,75000000,73661010,141267370,2006,monster house
49,75000000,68473360,213500000,2000,vertical limit
50,75000000,66661095,119512771,2007,charlie wilson's war
51,75000000,64062587,73521587,1999,life
52,75000000,55849401,94944017,2005,be cool
53,75000000,47379090,131492772,2005,munich
54,75000000,47059963,95572749,2010,killers
55,75000000,45445109,104949584,2015,the man from u.n.c.l.e.
56,75000000,43632458,85632458,2003,tears of the sun
57,75000000,42285169,72785169,2006,lady in the water
58,75000000,42044321,54344321,2004,spanglish
59,75000000,41523271,71523271,2001,bandits
60,75000000,39251128,39251128,1999,anna and the king
61,75000000,37361412,127361412,1995,first knight
62,75000000,36392502,89758389,2011,sucker punch
63,75000000,34636443,77636443,2005,hostage
64,75000000,34343574,219519367,2016,inferno
65,75000000,30207785,50409753,2003,hollywood homicide
66,75000000,22751979,36751979,2000,titan a.e.
67,75000000,21009180,34009180,2004,flight of the phoenix
68,75000000,14623082,14623082,1998,soldier
69,75000000,14010690,30626690,1999,virus
70,75000000,5409517,5409517,2001,monkeybone
71,75000000,0,0,2019,playmobil
72,75000000,0,0,2019,355
73,74000000,336045770,1160336173,2015,minions
74,74000000,162994032,311013181,2015,the spongebob movie: sponge out of water
75,73243106,94999143,248099143,2000,unbreakable
76,73000000,148213377,162870525,2006,talladega nights: the ballad of ricky bobby
77,73000000,107509366,352327887,2016,the angry birds movie
78,73000000,55591409,103891409,1998,snake eyes
79,73000000,37068294,50168294,1998,sphere
80,72500000,183135014,527071022,2007,the simpsons movie
81,72500000,70231041,109362966,2008,fool's gold
82,72500000,51855045,71880305,2009,funny people
83,72500000,47467250,86509602,2007,the kingdom
84,72000000,112950721,176101721,2001,dr. dolittle 2
85,72000000,75545647,209045244,1995,braveheart
86,72000000,62647540,96947540,2005,jarhead
87,72000000,32616869,54616869,2001,driven
88,72000000,27796042,37306334,2001,the majestic
89,72000000,19176754,62176754,2004,two brothers
90,71682975,114197520,257641634,2004,the village
91,71500000,144156605,294156605,1998,doctor dolittle
92,70702619,227969295,408269295,2002,signs
93,70000000,441226247,937008132,2004,shrek 2
94,70000000,244082982,461651246,2006,cars
95,70000000,219614612,443483213,2009,alvin and the chipmunks: the squeakquel
96,70000000,154112492,351500000,1988,who framed roger rabbit?
97,70000000,152257509,310138178,1999,runaway bride
98,70000000,141930000,267200000,2002,xxx
99,70000000,140218711,297115976,2018,oceanâs 8
100,70000000,136492681,308700000,1996,ransom
1,70000000,120774594,316915264,2009,inglourious basterds
2,70000000,119654823,300854823,1991,hook
3,70000000,117323878,239814025,1990,die hard 2
4,70000000,116877597,207154748,2003,s.w.a.t.
5,70000000,104029443,175807183,2017,daddyâs home 2
6,70000000,101068340,207068340,1999,sleepy hollow
7,70000000,100614858,202726605,2001,vanilla sky
8,70000000,99112101,250700000,1997,hercules
9,70000000,98927592,172878928,2013,olympus has fallen
10,70000000,83552429,213463976,2011,battle: los angeles
11,70000000,80281096,172543519,2004,avp: alien vs. predator
12,70000000,79883359,156815529,2011,war horse
13,70000000,78120196,114658262,2002,we were soldiers
14,70000000,78031620,158702748,2014,the monuments men
15,70000000,72679278,183353431,2016,storks
16,70000000,70187658,117800000,1998,star trek: insurrection
17,70000000,66432867,123954323,2003,big fish
18,70000000,65011757,131011757,1994,wolf
19,70000000,62321039,160379930,2012,underworld: awakening
20,70000000,59281555,122737201,2017,the lego ninjago movie
21,70000000,55991880,220241723,2014,dracula untold
22,70000000,55011732,94973540,2006,the guardian
23,70000000,54243125,54243125,1989,the abyss
24,70000000,52474616,137431619,2010,wall street 2: money never sleeps
25,70000000,48475290,70546865,2011,the dilemma
26,70000000,42996140,88933562,2005,rumor has it
27,70000000,40934175,116625798,1998,the siege
28,70000000,38634938,137022245,2007,stardust
29,70000000,38518613,61031932,2012,rock of ages
30,70000000,37945884,131445884,1997,seven years in tibet
31,70000000,37760080,49730854,2004,sky captain and the world of tomorrow
32,70000000,36793804,69792704,2007,the brave one
33,70000000,33561137,60279822,2002,i spy
34,70000000,30157016,69157016,2002,bad company
35,70000000,28212337,58757178,2005,doom
36,70000000,27569558,49252761,2016,the finest hours
37,70000000,25135965,103735965,2013,escape plan
38,70000000,25124986,65409046,2011,killer elite
39,70000000,19870567,19870567,1998,hard rain
40,70000000,19076815,33076815,2002,hart's war
41,70000000,18990542,25852508,2002,rollerball
42,70000000,18848538,58953319,2014,the legend of hercules
43,70000000,18211013,73591500,2007,next
44,70000000,14294842,14294842,2002,ballistic: ecks vs. sever
45,70000000,13596911,13596911,2001,osmosis jones
46,70000000,8462347,20107933,2014,legends of oz: dorothyâs return
47,70000000,8005980,19665004,2015,blackhat
48,70000000,5946136,35417162,2006,basic instinct 2
49,70000000,619423,38992292,2010,agora
50,69000000,251513985,543464573,2010,despicable me
51,69000000,73026337,86796502,2010,dinner for schmucks
52,69000000,46874505,145951861,2018,red sparrow
53,68000000,300531751,706102828,2010,the twilight saga: eclipse
54,68000000,118471320,193500000,2002,the sum of all fears
55,68000000,81476385,217214143,2015,ted 2
56,68000000,71069884,113542091,2001,the score
57,68000000,45060734,87173475,2011,hall pass
58,68000000,35324232,77224232,1995,money train
59,68000000,33685268,75685268,2003,dreamcatcher
60,68000000,29762011,33462011,1999,mystery men
61,68000000,28965197,60265197,1999,the insider
62,68000000,24449754,54462971,2017,downsizing
63,67500000,214030500,350976753,2012,doctor seuss' the lorax
64,67500000,39394666,118556530,2008,body of lies
65,67500000,37519139,137489730,2012,abraham lincoln: vampire hunter
66,67000000,18115927,18115927,1996,last man standing
67,67000000,5932060,25357771,2007,the last legion
68,66000000,87707396,211700000,1999,entrapment
69,66000000,83898313,189176423,1998,the x files: fight the future
70,66000000,43568507,194169619,2014,need for speed
71,65000000,216335085,485035085,1998,saving private ryan
72,65000000,182805123,374105123,2000,what women want
73,65000000,182207973,273346281,2012,lincoln
74,65000000,176387405,386116343,2002,ice age
75,65000000,173772767,335802271,1995,apollo 13
76,65000000,171479930,463517383,1999,the matrix
77,65000000,167500092,527079962,2018,hotel transylvania 3: summer vacation
78,65000000,148809770,442169052,2012,les miserables
79,65000000,139225854,172825854,2002,the santa clause 2
80,65000000,119394839,261400000,1990,total recall
81,65000000,115821495,250800000,1998,you've got mail
82,65000000,115637895,163527824,2014,unbroken
83,65000000,110825712,232585748,2015,spy!
84,65000000,100539043,211739043,2010,due date
85,65000000,100468793,128468793,2008,step brothers
86,65000000,100458310,262758310,1995,jumanji
87,65000000,93828745,233700000,1998,the mask of zorro
88,65000000,90454043,128874043,2000,space cowboys
89,65000000,85911262,139829625,2014,annie
90,65000000,84049211,255000000,1993,cliffhanger
91,65000000,76233151,137768975,2016,peteâs dragon
92,65000000,70645997,148345997,1996,broken arrow
93,65000000,70278893,163295654,2006,world trade center
94,65000000,69688384,69688384,2000,the kid
95,65000000,63803100,141205169,2003,mona lisa smile
96,65000000,59650222,180148897,2012,the dictator
97,65000000,55691208,104267443,1999,eyes wide shut
98,65000000,54760791,156974557,2012,this means war
99,65000000,53862963,168065700,2015,focus
100,65000000,52397389,131353165,2004,blade: trinity
1,65000000,44806783,48164150,2012,red dawn
2,65000000,43545364,43545364,2006,we are marshall
3,65000000,43482270,221297061,2015,everest
4,65000000,42345531,240647629,2012,resident evil: retribution
5,65000000,39017984,39017984,1998,primary colors
6,65000000,37030102,100851705,1999,fight club
7,65000000,36316032,72516819,2008,death race
8,65000000,33447612,33447612,1996,the long kiss goodnight
9,65000000,32598931,62761005,2000,proof of life
10,65000000,28045540,58545540,2005,zathura
11,65000000,26900336,38253433,2003,the missing
12,65000000,24409722,56824633,2005,elektra
13,65000000,19551067,41636243,2009,astro boy
14,65000000,19075290,74575290,2014,"i, frankenstein"
15,65000000,17218916,17218916,1991,hudson hawk
16,65000000,13757804,40650842,2014,sin city: a dame to kill for
17,65000000,10378555,21774432,2016,live by night
18,65000000,10014234,10014234,2000,lucky numbers
19,65000000,2070920,26670920,2005,oliver twist
20,65000000,74070,122519874,2015,tian jiang xiong shi
21,65000000,0,516279,2018,air strike
22,64000000,58636047,101636047,2006,little man
23,64000000,31054924,63200000,1999,random hearts
24,63700000,2223293,133603463,2006,perfume: the story of a murderer
25,63000000,395708305,1038812584,1993,jurassic park
